,protein,iptg,operator,fx_saturation,fx_std_dev,genotype,observable
0,1000.0,0.0,10.0,1.0275929322974409,0.024659886824002167,Ihk,operator
1,500.0,0.0,10.0,0.9884261440606341,0.00831589188420176,Ihk,operator
2,250.0,0.0,10.0,0.9390138230047929,0.03613371534060716,Ihk,operator
3,90.0,0.0,10.0,0.9162836395707156,0.047913263329951376,Ihk,operator
4,20.0,0.0,10.0,0.7632273950394862,0.05335324798367965,Ihk,operator
5,10.0,0.0,10.0,0.6604704097272142,0.0601170379678076,Ihk,operator
6,0.0,0.0,10.0,0.0,0.0,Ihk,operator
7,50.0,0.0,10.0,0.8856597466626446,0.03390990205581596,Ihk,operator
8,5.0,0.0,10.0,0.32950665104737353,0.07496054884408462,Ihk,operator
9,5000.0,100000.0,10.0,1.0761386442240006,0.018507937926743993,Ihk,operator
10,1000.0,100000.0,10.0,0.9754778878253036,0.04804611253416091,Ihk,operator
11,500.0,100000.0,10.0,0.9449981241406212,0.04306829172985971,Ihk,operator
12,50.0,100000.0,10.0,0.77561579126179,0.051162098222683534,Ihk,operator
13,0.0,100000.0,10.0,0.0,0.0,Ihk,operator
14,250.0,100000.0,10.0,0.9036526008367011,0.04580457027692364,Ihk,operator
15,100.0,100000.0,10.0,0.8248618533139463,0.04155100525768696,Ihk,operator
16,20.0,100000.0,10.0,0.45345387568295786,0.1199917130399352,Ihk,operator
17,10.0,100000.0,10.0,0.28087671061286046,0.07922727849704941,Ihk,operator
18,1000.0,300000.0,10.0,0.9528061329907228,0.01724709099714871,Ihk,operator
19,500.0,300000.0,10.0,0.9572962068844072,0.0209873191632266,Ihk,operator
20,250.0,300000.0,10.0,0.8971878041949093,0.06543788554970899,Ihk,operator
21,100.0,300000.0,10.0,0.7930183926875686,0.05050680032973134,Ihk,operator
22,50.0,300000.0,10.0,0.6930350460219479,0.06559867466459172,Ihk,operator
23,0.0,300000.0,10.0,0.0,0.0,Ihk,operator
24,5000.0,300000.0,10.0,1.0674854148547355,0.011817307975705101,Ihk,operator
25,20.0,300000.0,10.0,0.41120091177051676,0.06127556606621143,Ihk,operator
26,10.0,300000.0,10.0,0.2313773153330457,0.09582532710798354,Ihk,operator
27,8000.0,1000000.0,10.0,1.0461261330357627,0.035529841554449944,Ihk,operator
28,5000.0,1000000.0,10.0,0.9971326593672944,0.053731663935522415,Ihk,operator
29,250.0,1000000.0,10.0,0.8094523669681711,0.06316306192522672,Ihk,operator
30,100.0,1000000.0,10.0,0.6350345436597072,0.08953032286545456,Ihk,operator
31,50.0,1000000.0,10.0,0.5667881905509244,0.14618706651755334,Ihk,operator
32,20.0,1000000.0,10.0,0.3789156276246646,0.15952026347059373,Ihk,operator
33,0.0,1000000.0,10.0,0.0,0.0,Ihk,operator
34,1000.0,1000000.0,10.0,0.9212642621380127,0.0519517384424322,Ihk,operator
35,500.0,1000000.0,10.0,0.8687088656454262,0.04045647609365658,Ihk,operator
