,protein,iptg,operator,fx_saturation,fx_std_dev,genotype,observable
0,500.0,0.0,10.0,0.7659642374429284,0.1988603488207107,mAL,operator
1,250.0,0.0,10.0,0.632997032813396,0.19134950903210737,mAL,operator
2,90.0,0.0,10.0,0.3835346420453086,0.15617764614213195,mAL,operator
3,50.0,0.0,10.0,0.31377963031653244,0.15984042043008476,mAL,operator
4,20.0,0.0,10.0,0.1566486607364639,0.08441345894494262,mAL,operator
5,10.0,0.0,10.0,0.09501397036409674,0.08648644442674198,mAL,operator
6,0.0,0.0,10.0,0.0,0.0,mAL,operator
7,5000.0,100000.0,10.0,1.0042646180076353,0.11706107113370592,mAL,operator
8,1000.0,100000.0,10.0,0.8520735195975164,0.036812345035999,mAL,operator
9,500.0,100000.0,10.0,0.7165731776061683,0.04212689836501218,mAL,operator
10,250.0,100000.0,10.0,0.6128701156543235,0.06566726670232623,mAL,operator
11,100.0,100000.0,10.0,0.3853658450422947,0.10068877770547524,mAL,operator
12,50.0,100000.0,10.0,0.24993629445593632,0.04067984118677413,mAL,operator
13,0.0,100000.0,10.0,0.0,0.0,mAL,operator
14,5000.0,300000.0,10.0,0.991811924209246,0.02000213939735364,mAL,operator
15,1000.0,300000.0,10.0,0.8431365413855262,0.050820324883913824,mAL,operator
16,500.0,300000.0,10.0,0.7303999700444765,0.021102379457046242,mAL,operator
17,250.0,300000.0,10.0,0.6400059778974678,0.013133972724267879,mAL,operator
18,100.0,300000.0,10.0,0.3839959526588732,0.04820504814570565,mAL,operator
19,50.0,300000.0,10.0,0.24518895197905172,0.05971705119339275,mAL,operator
20,0.0,300000.0,10.0,0.0,0.0,mAL,operator
21,8000.0,1000000.0,10.0,0.9908317344684129,0.06891248493028874,mAL,operator
22,5000.0,1000000.0,10.0,0.9258214614192821,0.06774829673066826,mAL,operator
23,1000.0,1000000.0,10.0,0.7612730979563713,0.14730898002913892,mAL,operator
24,500.0,1000000.0,10.0,0.6663485685153978,0.10546333827618057,mAL,operator
25,100.0,1000000.0,10.0,0.31580844932047725,0.141277268211127,mAL,operator
26,50.0,1000000.0,10.0,0.1783966154968573,0.12929617566655122,mAL,operator
27,0.0,1000000.0,10.0,0.0,0.0,mAL,operator
