,protein,iptg,operator,fx_saturation,fx_std_dev,genotype,observable
0,1000.0,0.0,10.0,0.9777246228657149,0.034000082267095603,MVHK,operator
1,500.0,0.0,10.0,0.9748167024613185,0.010720816834684658,MVHK,operator
2,250.0,0.0,10.0,0.976104834457651,0.0423765063971514,MVHK,operator
3,100.0,0.0,10.0,0.8508354152903949,0.059876234210089606,MVHK,operator
4,50.0,0.0,10.0,0.77813943923404,0.05948773570765366,MVHK,operator
5,20.0,0.0,10.0,0.667475215142867,0.042233927210816875,MVHK,operator
6,0.0,0.0,10.0,0.0,0.0,MVHK,operator
7,10.0,0.0,10.0,0.43339115433601305,0.0817195463508434,MVHK,operator
8,5.0,0.0,10.0,0.2447497152690285,0.09814695080680563,MVHK,operator
9,2.0,0.0,10.0,0.064861390249449,0.0950890125986633,MVHK,operator
10,1.0,0.0,10.0,0.08816683030493683,0.0,MVHK,operator
11,5000.0,100000.0,10.0,0.9573355544898372,0.05815262998023335,MVHK,operator
12,1000.0,100000.0,10.0,0.787320189018276,0.061499589032846455,MVHK,operator
13,500.0,100000.0,10.0,0.6506933165989618,0.05688978466061344,MVHK,operator
14,100.0,100000.0,10.0,0.27365933024166933,0.05938356284024778,MVHK,operator
15,50.0,100000.0,10.0,0.18419709905191983,0.07297032066438829,MVHK,operator
16,20.0,100000.0,10.0,0.07390690197864175,0.0645424345502831,MVHK,operator
17,0.0,100000.0,10.0,0.0,0.0,MVHK,operator
18,8000.0,100000.0,10.0,0.9794059670919588,6.254456446519452e-05,MVHK,operator
19,250.0,100000.0,10.0,0.4944054188122028,0.07868916464875607,MVHK,operator
20,5000.0,300000.0,10.0,0.9052526406657252,0.04657734505959433,MVHK,operator
21,1000.0,300000.0,10.0,0.6549042255105014,0.04218519906714137,MVHK,operator
22,500.0,300000.0,10.0,0.486111009619424,0.040257678243530645,MVHK,operator
23,100.0,300000.0,10.0,0.18195546117175723,0.0,MVHK,operator
24,50.0,300000.0,10.0,0.11936985049065083,0.07675991616129406,MVHK,operator
25,20.0,300000.0,10.0,-0.005597668046497337,0.09841681722737121,MVHK,operator
26,0.0,300000.0,10.0,0.0,0.0,MVHK,operator
27,8000.0,300000.0,10.0,0.9469641381388827,0.021295169616758276,MVHK,operator
28,3000.0,300000.0,10.0,0.8422029388460253,0.015191843172562234,MVHK,operator
29,300.0,300000.0,10.0,0.3427104822320696,0.028957997642613004,MVHK,operator
30,10.0,300000.0,10.0,-0.06826020239409236,0.07773119569066506,MVHK,operator
31,8000.0,1000000.0,10.0,0.8790508708315998,0.0,MVHK,operator
32,5000.0,1000000.0,10.0,0.8067660872425202,0.057009303984420445,MVHK,operator
33,1000.0,1000000.0,10.0,0.46896194092706533,0.04930715133448525,MVHK,operator
34,500.0,1000000.0,10.0,0.31207658176913006,0.05865396828490712,MVHK,operator
35,100.0,1000000.0,10.0,0.06196555165189659,0.02665466006344654,MVHK,operator
36,50.0,1000000.0,10.0,0.030600041511889924,0.04805412468714143,MVHK,operator
37,0.0,1000000.0,10.0,0.0,0.0,MVHK,operator
38,9000.0,1000000.0,10.0,0.8914864963549316,0.0,MVHK,operator
39,3000.0,1000000.0,10.0,0.68588985932034,0.04425633291592668,MVHK,operator
40,300.0,1000000.0,10.0,0.2208814051363883,0.0,MVHK,operator
