K_star,K_r_o,K_r_e,K_rstar_e
1.9131698096267602,0.5012675634219672,-4.614357989218592,-3.539958553508966
-9.792750813374976,-0.8931288278708056,-7.720820309521688,-1.4545854853793498
-8.903405134787855,-1.4124855453959972,-4.54364946173274,1.0351182827435093
7.745345876082011,6.199417065772858,-8.975026967262368,-7.854668317108248
-4.187904056498656,-1.4182982499089845,-10.793779778326781,-7.551382237671124
10.918854874450933,9.677298037965853,-9.829235487441405,-8.573869484963014
3.7972547879299494,2.2964870944249203,-7.195225402354344,-6.061033045627168
2.1008176897595927,0.401429445945646,-5.952544587217122,-4.921829321936538
-4.856311649066124,-1.372245927628785,-9.574757598210097,-6.002100750713714
3.1059036349020595,1.2935467061295522,-9.131404004366956,-8.210446897844616
-3.310608272550212,-1.198573584409618,-7.636594982834008,-4.693617557873872
13.174563520089984,12.238148855013598,-11.076144025440804,-9.586981464615677
9.491926142429822,7.87797742635471,-10.458937101482356,-9.336600814381034
3.2635647223710844,1.77582534758249,-10.69805659176999,-9.506165928209425
1.039801186083305,-0.4239731651380345,-6.284408325881343,-5.226862545064224
4.405533478095535,2.9169829532231466,-5.716249251906906,-4.560761031549949
-10.995211104820962,-1.535181054531897,-10.341049263984669,-3.723289254624392
7.332516423550731,5.575068843747232,-8.484137688648412,-7.506858834190498
8.375979716966883,6.950568528183178,-9.800617454734656,-8.61245173544704
-5.434960170238905,-1.6743419996135906,-8.910357252366126,-5.120531335665778
-0.7427367594868883,-1.1416128675330193,-6.2653494731364505,-4.62307271595733
6.347067666328083,4.710581414605018,-9.170180488488688,-8.061758574168678
-2.3763050846481457,-1.3042841511327101,-9.15269131809853,-6.739790961907027
-6.768433500031252,-1.019188559131921,-4.924712017415417,-0.20754485734535422
-1.8517880960488617,-1.4666526384253973,-5.245924514039005,-3.293622749161244
2.181114787875414,0.5010308940469681,-8.396240938103015,-7.358824845688906
13.740522311986421,12.149752470850549,-11.370092634244681,-10.177800785341432
8.853252974318405,7.3859345012704845,-9.360333047182984,-8.19933987863147
-5.5688048927398786,-1.3210419362046186,-8.119647143637343,-4.265092260580175
9.410924804322415,7.6412241784188275,-9.181343375008721,-8.110696080484209
-10.02269515467178,-1.8662542453916369,-3.2355446399768626,2.5435594360041947
-12.943644727670025,-1.7256008746029674,-8.048426167548161,-0.6466842223191731
-8.916840548863629,-1.0357465086128688,-4.705064852642873,1.046876459324384
9.118834322616486,7.516504652171403,-9.295753294304141,-8.232332019332702
4.014214508751678,2.454891954503645,-9.265875357685234,-8.07111548307508
6.01309089266211,4.51766010116895,-6.9637887522671615,-5.823313559324235
12.29196183072651,10.337925886423989,-10.07199741782479,-9.1638591079637
4.365660278727026,2.893732709911413,-5.8328543781651945,-4.681404897395451
3.537722146583735,2.1220399679744633,-8.522006877156418,-7.315089069790049
-5.42736431159186,-1.3441629608830394,-8.752477350756402,-4.817335869117225
-6.473495767131816,-1.6720443642002325,-4.5556255204686815,-0.2926971974218997
-2.1615293335347268,-1.3195582125240801,-3.3819073816719714,-1.132682476216456
-1.9144428140169736,-0.9124086222191009,-7.766780118283793,-5.378927368060937
1.0807513773341766,-0.07419039801530136,-4.034972630143752,-2.7125989515387783
3.5572443500689244,2.27708437021227,-9.879809953744603,-8.559312154563692
-0.26612595337129896,-0.6690490007684267,-7.125377845606088,-5.473384089305868
7.6611228573051635,6.476170935620678,-9.697363416821515,-8.370318372987825
-10.388127722280299,-1.8814490040888487,-7.056292948150833,-1.0412113280878348
-7.8419766118872385,-0.8663325100683751,-8.614003889121825,-3.197234711678565
-1.3027502447628612,-1.2597694377719586,-7.504058038406965,-5.622677930325516
