,K_star,K_r_o,K_r_e,K_rstar_e
0,-59.44086423761616,-41.81241327053289,31.70040537874904,30.368032445876185
1,-25.893084342795298,-27.367836783843188,35.356461722726124,23.064964273823932
2,-21.212580208212675,-14.124406015360636,24.78778667590347,18.43039156968591
3,-19.624475496645715,-5.256680090726004,19.517212723912706,16.49619494818119
4,-30.234589372967694,-32.55573509744634,24.209745976751478,12.666024743059575
5,-7.877204563126721,-3.751446400590071,20.390091217649648,7.598991442814917
6,-28.721367527257083,-29.98081279773183,25.53920106140913,9.936819357861971
7,-35.30264826349628,-17.839031972307655,30.878680679226846,26.612923169468683
8,-26.625539375150243,-19.66439174577448,22.241171908307507,15.64523223076139
9,-19.87798591399014,-6.036816326265733,14.262621147438201,10.38287109221739
10,-37.26603131635959,-21.23030848067257,26.043834249479293,22.113995126270915
11,-44.78903097489594,-24.54471595650038,26.057908158658883,25.32318774484638
12,-7.710111659622253,-3.3280134041986855,16.10142361198882,7.362737619525408
13,5.917292534813113,-0.45403637663292074,25.8867480221803,12.72499107170706
14,-7.2234343806835035,2.612402208251279,21.14820995015797,16.095376200663893
15,-57.39135817081626,-36.20294804183513,27.039002723462442,26.651555464717173
16,-13.61084908445576,-6.300448518233189,37.89282188709155,30.363037658461995
17,-36.90615354493716,-27.878321105762538,31.3535537086308,21.74788626687554
18,-13.11867939670521,-22.208106695901527,36.625445715222334,21.585361785442483
19,-38.0067492433264,-17.0254519535891,18.689470431303587,18.822562685494532
20,-13.658202185091781,-8.754569299892907,31.46641465925066,23.9537062345061
21,-12.827339382215683,3.0200633449351075,22.01884155816236,19.819368269872903
22,-49.28171039313104,-33.09255837121143,42.46966963521977,37.449541775396426
23,3.079602922309128,-4.44041517849675,18.38783387354365,5.408550573664234
24,-25.482612846066534,-19.638684404201243,22.334051579151573,14.829146494154223
25,-16.357221256283925,-17.14834852103309,28.046238841112633,17.31028090894521
26,-42.478329694959314,-32.16624379572994,27.747848071408416,23.57782472601634
27,-6.679686316988555,-22.766388894120094,27.235354008968315,9.15689489312839
28,-19.34639199578859,-19.212839846873216,24.06284997347506,14.638026782718933
29,18.14882462641587,15.367448076210465,15.105495723001894,4.323536670579133
30,-0.41030005131651137,-7.152478083413472,15.202333341578626,0.2703464024515201
31,-7.103869121892565,-2.417392270531801,31.28879439654379,22.85380910823404
32,-5.532555571800849,2.0259021463762643,21.570055939860794,14.102284780637516
33,-18.292364101050083,-4.132099582758322,26.454266811468592,22.816446605282465
34,-7.420128321908833,-3.000039303140108,21.482584563407062,14.173014785213562
35,-11.53460742918167,-15.253368615059557,31.871637367549923,19.500719567175942
36,-42.546129625435114,-32.91418760210803,27.73686803100589,20.990897841121306
37,-48.64392985038441,-35.43120698003068,38.73226607234353,34.5570175176214
38,-16.389029815808716,-11.053971948371066,16.73466356262397,9.873395369769314
39,-3.5305927959180536,-4.015973436888576,16.877123063224026,6.347844309232682
40,-16.1484939451312,-6.212861193236622,22.858700472837818,17.849745721659
41,-20.12275861741152,-23.07452491745557,31.619769849542003,20.238451778565235
42,-26.993711760939675,-26.92406815169359,24.566796748958524,14.874941309323276
43,-27.68767772427998,-16.51700069200283,25.81274860862544,21.43657967192715
44,-12.772735227591841,-11.146180555626461,23.213980842146835,14.023335990886256
45,-10.138288280062973,-15.232654354713304,28.97044612467908,15.781371996391245
46,-23.17169522028651,-25.08832644176173,26.350124814202275,15.361676411558319
47,7.303853675254135,4.397712019554863,26.333891075307992,15.044927118358796
48,-17.39306753804838,-14.8982636357345,14.480172684740653,6.023848555505486
49,-28.195255942555903,-14.667612773518098,17.640765650791373,14.391523498917447
50,-54.6215309637329,-47.41641344972987,20.468867447206463,14.111511949762718
51,-24.833451095702905,-17.492943043288346,12.18144973587342,5.32527030947171
52,-14.15578838664303,-5.988341503160706,26.256477373801104,18.64147098719492
53,-34.741554881024925,-25.01418897027107,21.361669992079314,15.932095005182745
54,-22.367411708099336,-8.689650493186809,25.526851487342554,16.229557870608854
55,-4.6630084306529795,-10.356566604343328,15.41542782080232,2.7532610051418853
56,-16.40298648067431,-9.12765431811062,14.896375525394681,8.317776267928386
57,-14.597797264021128,-20.222831567878146,30.460916770189435,17.269121712151346
58,-33.84437128043662,-28.66357719856139,27.040508413085355,19.35831039712422
59,-25.795607915938408,-24.02494567903567,22.667805121886936,13.62150529746556
60,-18.026655723041607,-9.473937219551377,17.369986515008144,11.476920386022275
61,-64.36021495551167,-52.80046275203192,29.32060298805373,24.136173406580077
62,-21.242872998547572,-10.248659073276531,32.14662112226299,27.493140255829744
63,-27.9644106398018,-34.00702567667866,25.343208287362856,8.002090486431623
64,-8.766325845459413,-2.9725331120999288,18.61598958609875,11.800277369169349
65,-4.3021446505424095,2.4191092396673337,21.498351528997194,15.106354795119255
66,5.45209702060423,4.907025254135494,17.903333351430973,7.125989853264025
67,-48.28419369235874,-21.551021635559778,21.90410792943826,23.66411884550375
68,-8.597209514974443,-9.391183355546852,23.131323028005973,12.59239339754264
69,18.63117951192102,11.343588615765352,18.569118232167376,5.168948987712954
70,-17.96718249449396,-16.16074995674542,32.96163680530162,22.581817987578596
71,-30.237058969997843,-15.0877185417876,42.97631408491061,36.981006494707955
72,-42.44336984521895,-32.27783176552147,37.12462143796752,31.200856726856045
73,-17.8366247656649,-11.166643592209018,28.00136048466877,20.53040037908609
74,-28.65990465205144,-24.488498647350994,28.28082177863298,18.835380286729638
75,-26.52163965472562,-13.71208741037948,19.840444911750712,14.469547015851798
76,-17.364660448308094,-11.400376641133324,16.21791806847891,8.635901170399396
77,-16.363761378265128,-8.828611263360974,20.607256292030872,13.758057678572008
78,-45.97218867795855,-37.01789813646697,27.63903809206335,22.04375765767314
79,-1.5506938009077227,4.109706302295695,28.167036124017265,21.32379583544284
80,-42.01684972868692,-29.86604457178466,21.627979658691224,17.507202281041153
81,-44.64709845361459,-27.663656030772504,25.171909785282008,22.90436095256476
82,-37.88924336015611,-29.481731411255037,22.30974024395647,14.990280604420253
83,-19.607214759030047,-18.50925485931139,22.432598316383334,13.40375978943786
84,2.2534435124982792,-0.5155969431463561,27.265380876084862,16.248877028553256
85,-66.41841436045289,-44.6045365537188,35.06688776913622,35.008747048402526
86,-45.75898530020927,-30.445160877327464,24.202661545417246,21.432216685021736
87,-17.669495019327556,-11.948876283431561,25.17948058135839,18.565493450188256
88,-25.714940251635426,-19.308018401875763,17.058029975633122,10.938161981409026
89,-49.31483384920551,-27.399930502932918,23.88863204853532,22.391770427237745
90,-8.623491870417837,-4.729271052697399,18.335165615899296,10.709148467928433
91,0.8866428013588106,-1.741759177509513,20.496803190153322,9.30318376645534
92,-55.927303702289855,-46.948036878858375,31.06496611208248,24.889311287442375
93,-34.84159946365972,-27.675709642797134,25.536440013652335,18.8548923713136
94,-24.56092400569536,-24.060228908263486,23.784268018604315,5.80202049904456
95,-1.7053820070103747,2.273743539442998,22.70901745776628,9.224155619999507
96,21.00484440627644,9.173922458845118,9.586293698575618,-8.18265816073733
97,-46.580099880400105,-33.50075128821983,30.552161107561155,21.62939440753133
98,-32.359805540943206,-26.48002968316603,28.05765015247234,20.75947529493513
99,-27.444437139203757,-18.45876556331829,19.225973668643043,13.3362415333681
100,-17.67230741650434,-13.357985474652617,28.480690671480218,20.07402728623498
101,-13.30240238486277,-12.865834726663264,20.534200314882483,10.775220642380836
102,5.518959205861048,0.6452589284039547,11.974146090958397,-0.06285907195793783
103,-3.10578939724466,-2.987244796170434,19.608859986439885,10.049344494437298
104,-65.02554280129199,-43.72306501626014,25.330515114545165,24.13120388890917
105,13.033633445135237,6.089756340550265,23.3765029136694,10.279093571834112
106,-9.812402149002171,-11.052012362547352,22.10597519788208,11.584597875373596
107,-37.44807294732959,-26.63245647565308,20.337724933271545,15.54457192974525
108,6.895794153221633,20.85755457895818,18.18566605147956,15.912967584291142
109,-13.878467813777643,-8.022934307888022,11.382419575640444,4.977356921608331
110,-33.14284067116721,-23.574729259537243,28.660506669057156,22.377328811459048
111,-58.12178579292716,-40.73424737705753,35.66968797892521,28.279402907240474
112,-18.111642271347385,-12.172117670341134,17.323996517690073,10.478597402373056
113,7.8179514876364,12.210900154130258,14.308101547922423,6.7074837139423575
114,23.406685288522645,21.40421155636199,17.107307896974344,6.373614100922934
115,-2.7803190537735887,-0.7537842557506043,18.970772022480777,10.309541005761979
116,-32.518723681571615,-26.49993340508149,30.96310051480107,20.958127866374777
117,-36.43608084391688,-26.11343212715954,14.310733666716885,9.743431863416301
118,-6.524654931611895,-2.436228168001114,28.920026046022596,20.851159399001794
119,-41.68362490508072,-32.99308009111817,30.36519794516345,24.663567702801352
120,-24.47820886128318,-22.214173885912487,30.197546381836666,21.033479726606082
121,10.313266821069028,7.73999254731385,13.027326181645874,2.0638107351503914
122,-21.062587866514694,-7.018732744985174,20.94274776803958,18.256662440788837
123,-16.02530815406303,-1.2189353861478582,31.389640334299475,28.351227844791318
124,4.643634268765036,4.435466846324644,22.399912265502955,12.796184416950833
125,5.383002395658281,-4.345667650840005,16.698642292830787,-0.5086217655454757
126,-19.16375014030039,-13.076166481577623,18.166034467113064,10.88025435462864
127,-42.44433059715214,-20.29260224081007,18.10776205336063,19.144100096213776
128,-45.39187923622786,-42.936362752353375,25.07172268652218,14.940208511448988
129,-14.191762506228706,-17.517103739925385,24.5822631185573,8.760376616969406
130,-48.32904229003067,-38.852024309982745,29.4058156826972,22.8281335293629
131,-17.07637509451323,-15.924736635832005,18.653031087615133,9.050807165772358
132,-17.82960843924191,-8.917961976657434,31.352641400168203,17.058435566135174
133,-59.56310326421813,-42.78063221540417,26.79700691093129,24.93123036523087
134,2.8625474554101835,5.22310663577543,21.880076316692627,13.654547929353377
