K_star,K_r_o,K_r_e,K_rstar_e
9.778955035536649,7.9691112250891445,-9.175675405710852,-8.829870815118293
-3.566596621975798,-2.1357369017180354,-6.26610247932874,-5.217964303265122
5.297993407501031,3.2105326040839346,-5.923585324621348,-5.728745496415227
-11.137297194996194,-2.0019714551399006,-6.034036832017606,-0.7060363312856124
-5.790030182251651,-2.0873685665868553,-4.589311518021306,-1.8848772459581926
-5.309999286411751,-1.8465187977050657,-6.069168205564195,-3.589125561843751
-12.710856865459277,-2.0851259498869616,-9.329889424298281,-3.543163691585159
-4.203339433531824,-2.3857129932120147,-6.389746545259347,-9.444862759992121
-11.543348000907814,-2.392527194389585,-8.426908636236183,-10.025930764567828
-12.351076972387613,-2.281870948706614,-4.687604569873645,0.4234571376762577
-1.423721876743997,-2.056902622206998,-7.359352624936431,-6.984406824469183
6.821440635600806,4.904878169140131,-7.884087512127252,-7.517214858547142
-4.837955036403842,-2.478865831516496,-7.523493927135938,-10.708243561034307
-9.443000471698321,-2.1083443210087562,-9.547871788901523,-5.136806285267433
2.961788029146894,0.8106534745665195,-7.904530148860427,-7.762352844880623
-4.908347603924955,-2.4045358027957424,-7.06748275897758,-8.892497184759218
-10.024356769361082,-2.3267533466125747,-6.461289861142208,-12.26770458180472
-6.71316401459578,-2.1746364110986045,-4.0623956553435026,-2.098215950392749
-6.197213522317275,-1.891217053170203,-7.063823614344667,-4.0260536690056545
5.57556590045588,3.5268523028193552,-9.628497431950244,-9.303874500433242
-11.835885179032005,-1.886546552055904,-4.324059021474317,1.419387973239159
-8.278250050640176,-2.3320772738094857,-8.074577913984902,-12.67384577442273
-7.691100397982231,-1.947051119425196,-3.6227351191110126,-0.05528825757381339
-11.137297194996194,-2.0019714551399006,-6.034036832017606,-0.7060363312856124
-8.983473187274338,-2.390045026400142,-9.226067211371415,-9.846617664805498
5.636619115963929,3.682034175172282,-8.29754114635104,-7.952830381572197
-4.00033681905278,-2.0385652372498257,-7.6397900986502325,-6.063891336912892
-9.524720987073302,-2.1210106937719355,-6.834682651025281,-2.53805516195183
-8.128759060345338,-2.354614983323801,-10.772940048998283,-11.25070242590847
9.738770043718482,7.751972610186979,-11.14185414428296,-10.773568964148712
-6.764719502380814,-2.330410444896084,-11.39364221302017,-11.526396939441424
2.275969921959084,0.3070095155645576,-7.8355448543791315,-7.689595056134293
-0.689040575476989,-1.75495157011669,-8.197426041979401,-7.9995014945503655
-8.193836961638468,-2.358354971507198,-7.237663565481411,-8.688493603897825
-9.692701434510235,-2.3261790739571615,-4.468439166464984,-3.5193695094490707
-5.510061684548904,-2.064676055066747,-4.840496247383908,-2.1550771760724987
-10.5780931651105,-2.204080461706611,-7.26932190450008,-2.3463637225004845
-4.623082910595303,-1.902235758182476,-6.682110441139029,-4.398320608028109
-1.666462239043393,-1.7467228558046146,-4.370008629163115,-3.4546704222346243
-7.065792508517742,-2.4903544738685333,-7.663301549693128,-10.069988768220549
-10.448872255989738,-2.1287641980462744,-8.967666274991112,-4.287460584999626
-12.906015840184793,-2.0716324490999867,-4.567424429299183,1.401937681377334
-11.17537166617577,-2.3457157209200608,-7.37917735229949,-7.2700276468961915
-7.368182457989399,-2.213711806234742,-4.60939269088682,-1.6533483195012377
-11.689369996968269,-2.011894789559561,-4.62013781255356,0.8996998496624586
-4.649544798706932,-2.0718134510005166,-4.046069173741821,-2.3577642541955157
