K_star,K_r_o,K_r_e,K_rstar_e
3.785280842751746,-0.3040887908722869,-4.05446303343056,-3.5656857582671426
17.01348022043425,12.890153572494667,-10.698083085575304,-10.178949761082283
3.0573802380226676,-1.0098727676285777,-4.145827153485908,-3.7672794890099075
10.49210814249458,6.362015950183217,-7.491206338555767,-7.032948066944042
13.842677525370156,9.723103564621567,-9.171924041102296,-8.69582838225567
5.8753339458175375,1.767773277663692,-8.875308798545792,-8.530670201555385
18.632122269703224,14.523438032610029,-11.652263743102665,-11.130944860531365
19.441743082035504,15.317142911435074,-12.025923674985098,-11.362630710920442
18.160717043766113,14.039698910693247,-11.453391401734546,-10.911375756237284
2.4924227647818897,-1.535160307667515,-8.666605127926164,-8.324103815474649
14.562063227146487,10.439702704071534,-9.685350696303663,-9.22227289518759
7.999160230218474,3.8809414444840944,-6.259704642374442,-5.783230489462091
5.390065136743018,1.272257251783854,-7.9211481477872905,-7.599499185252166
16.895199611526117,12.766109534978941,-10.647302164541653,-10.148024593187941
18.530552857173333,14.414058284638298,-11.51562108749699,-11.045996970222404
3.2426042469497074,-0.8390910104921094,-4.76792857769868,-4.40303071268871
14.024052643982206,9.906176765786878,-9.701147043140027,-9.298764639921433
17.754863834592072,13.628057619040804,-11.120503725046673,-10.620693136196651
4.8912226539902175,0.7640412568004602,-5.068158693134759,-4.708865764923906
5.697049115095293,1.584879611443725,-5.483652260657119,-5.133958081709499
19.30601054944684,15.183928130074387,-11.795483131349815,-11.126814603817742
12.70977005179611,8.595755651800827,-9.036442811120663,-8.676076770963753
5.379140077983985,1.2618338090035992,-7.689296861813053,-7.36519691810451
12.46425412317792,8.34731306629632,-8.787771081367627,-8.408314548450694
6.895335565226949,2.7600668826776307,-8.343769690711149,-8.016803149354843
15.728508537974374,11.598106055107557,-10.512030637662669,-10.123164444788381
17.38942858243071,13.27845530233963,-10.909981156858077,-10.296578403899993
19.587516020872727,15.470282098851879,-12.088898204826942,-11.454365982233837
17.891396285305216,13.767958394808208,-11.216412746179959,-10.732940736427246
4.8724732231078285,0.7625721268944835,-11.548262018879381,-11.174427240951262
15.675902545604451,11.547717173519237,-9.996643789805537,-9.503945372254053
5.0574799290940735,0.9424036824922493,-4.962507908254217,-4.619353532246963
2.973059006457424,-1.109217777896597,-5.771321263529687,-5.419279151636935
20.399031570402368,16.272471408928173,-12.363393195593583,-11.696972254866571
10.50327357964471,6.375149768274673,-7.759704083121804,-7.39990286453442
20.235191934527766,16.128698518161322,-12.290560481140062,-11.642636131440469
3.976091382792399,-0.13428277772248154,-5.18649943382125,-4.845605365473206
8.840242773232447,4.709761585162147,-9.203771095792078,-8.868421250740536
6.27256472466787,2.1335178874076473,-5.7956826117163605,-5.451321376098727
2.8017651913122883,-1.2590613098607584,-3.9719752286762726,-3.58406530745185
18.861570442582817,14.739297779163113,-11.6718915123893,-11.04789331858828
2.5981124130658344,-1.444870772911207,-6.948801460717447,-6.5999537284320935
5.824908018953759,1.7009711476825013,-5.261893724769273,-4.936367638381641
2.7132132158384143,-1.3441028912897774,-3.9457100547342874,-3.586751274066778
19.706676699606128,15.59155609494525,-11.963181592400236,-11.333897023144054
18.081117948194887,13.954271470014715,-11.221944626716155,-10.706753306980287
2.717214834423234,-1.337736905709784,-3.9463206934307196,-3.591993714146505
