K_star,K_r_o,K_r_e,K_rstar_e
13.78847432925017,11.798286505155248,-12.16863972600417,-9.638669336003588
12.763972751396029,10.476293061543991,-12.270190567771294,-9.835648868075797
3.9189128059559515,1.9624699513504802,-12.117002748990853,-9.60285074382435
10.352571629077636,7.7832809909502725,-12.230237200048476,-9.992675713828017
4.207985313790723,2.2820898890342205,-12.22208047331578,-9.618017494840249
8.414693798661055,6.37634808290596,-12.16239697839309,-9.666077005866871
12.642810539785337,10.483305870051447,-12.221872141704008,-9.749074313612075
0.9103309357904773,-1.1833262297262763,-12.209431489866864,-9.721902040835321
5.151280231897213,3.3204116639736347,-12.169351838245323,-9.551455017973282
13.15032306342886,10.871547969928395,-12.265369897522094,-9.83051071431795
3.6219031341421424,1.2030738566035222,-12.185805961691672,-9.889287683906531
11.693817872621402,9.630893337013275,-12.139911236118506,-9.669129221827944
6.078739526088358,4.1102289872073685,-12.270499223159252,-9.65521584049024
8.611065766900731,6.255518983064642,-12.203832648225449,-9.85684223528236
9.707644982753811,7.642435009887222,-12.141463908163322,-9.673772393002817
10.233067453448243,8.33594199905123,-12.127008182380568,-9.578833104308641
13.879800044552661,11.92471940608751,-12.08812840766718,-9.596044458772843
10.367566488282117,8.062718060511385,-12.33123369198033,-9.864482933878495
13.971274635422184,11.683658635901574,-12.266643733427818,-9.83476251908534
15.26295893630974,13.002747105847014,-12.243187765745631,-9.813401683273131
5.529848466285866,3.3345193001296023,-12.287016620490881,-9.786751841719086
7.157977177995977,4.943572624749507,-12.210995085353456,-9.779231116460217
15.632290903090926,13.435225740699988,-12.31998455582562,-9.796452888288513
9.986891260624384,8.099831261438503,-12.139182338853148,-9.56941497254587
8.042013154638894,5.804984970778975,-12.155550306943338,-9.775397483581445
6.95102497695008,4.670357795248012,-12.22923421498338,-9.819227764464083
8.875038720608117,6.772704131599849,-12.14027209397489,-9.692153208212442
1.4262201418771596,-0.20141234452117107,-12.187619583939854,-9.445504583027478
4.814736767038722,2.86889030100248,-12.27645187683993,-9.642772732970382
10.438872033706328,8.532076423973692,-12.112585263328583,-9.577926673601974
10.980719870175923,8.710338532522657,-12.202988786567492,-9.808803355046116
10.473003222843909,8.292679120269622,-12.197303443918756,-9.754534084446034
10.741800646135093,8.999644585844084,-12.157304431126713,-9.498868275589114
7.107306384854671,5.002876784453532,-12.3018953272295,-9.741005380042017
2.8568171420408355,1.15717918547681,-12.266178345932522,-9.505339507830895
9.00910463628153,7.086666713895323,-12.247212540956722,-9.622971557441616
1.8082179977125192,-0.18470943739686563,-12.30451715316867,-9.682509549228104
2.3977551445730603,0.3292465391091861,-12.175641709824292,-9.688851067006945
13.83536311633734,11.810322896270918,-12.248925656512743,-9.679244774540846
8.86132242685041,6.661316509536266,-12.37085101085732,-9.811985168959723
10.4780272789386,8.320248128625362,-12.344498176749216,-9.782466205374963
13.923896123850966,12.311772760519718,-12.141138680061486,-9.420631566163772
10.309728820860036,8.012613431751006,-12.267285428842145,-9.844316107147504
8.606966515218236,6.592653286833813,-12.146789147918335,-9.647202396142053
4.37654369438796,2.2883891197671122,-12.325557616344755,-9.736197063806687
13.304799617705573,10.98864557397502,-12.176245308113234,-9.827672958241555
2.3322364197622587,0.0544892679357325,-12.259412130237912,-9.82996182834329
0.9573572348494455,-0.8864929031776458,-12.286139849309178,-9.595162698187547
7.897859086069585,5.9468208408488925,-12.17259083226638,-9.617228228414755
7.173527044071777,5.095267780805003,-12.275220574467246,-9.716933444979944
11.149963294188407,9.113820099265821,-12.188274722048522,-9.66907999794693
14.081553046238279,11.977880198606767,-12.24249388323647,-9.72183593838099
12.193717845029418,9.849380491080328,-12.313336655371105,-9.88231455176916
3.3223858488022504,1.1692287214016597,-12.155855039244482,-9.728104492410418
1.646581344198177,-0.5365365415872638,-12.219612078561363,-9.767437300088966
11.265542635560426,9.458487899303979,-12.220085013455064,-9.547786992755542
3.891569287938278,1.7676947517203434,-12.339117127665652,-9.764332416973604
