K_star,K_r_o,K_r_e,K_rstar_e
1.206309337836747,0.7478727556878086,-12.949035912870526,-12.59422187308662
5.334925750279485,4.7919537896209246,-12.985001661567077,-12.341805595513025
1.5242388086058125,1.1820847271503654,-12.857845512411107,-12.225982460647609
5.332122557258611,4.623593348760776,-12.787682398564042,-12.423008568570129
8.791338685582048,8.188157290096404,-12.884653754768252,-12.3772917322149
-2.6853155147172476,-0.5793247704768745,-12.973305439046765,-11.246991831260479
0.2106229703833815,0.20735265975825012,-12.79414553820126,-12.204926658315166
9.675584038587676,9.095129797320219,-12.813883562901514,-12.34064816945638
2.2499473469890017,1.7803557179723546,-12.805808374379275,-12.25058188857125
0.4915630455413167,0.2826029232542968,-12.973929423952278,-12.401632189981413
11.803153947329555,11.13617929305132,-12.429507847847779,-12.105771360022963
0.5086072456463724,0.12626704118960108,-8.369629835037795,-8.348738894739316
1.7320579866450836,0.892228747541562,-6.603228372244467,-6.684961782134306
15.969003506380236,15.369252615183983,-12.884629079428617,-12.279974536701756
5.039111421034312,4.491676931456145,-12.774036830379245,-12.307733035794145
0.39442906335114003,0.15730531719349639,-5.02232330207868,-4.921030790525978
2.346928959757775,1.817338572486491,-12.782444209102605,-12.312937615019766
12.531254005783609,11.839021840703902,-12.966586934318828,-12.524443791299547
11.37338891463972,10.705417685989026,-12.59165617802841,-12.213046612182644
13.450692656752253,12.839649599622092,-12.985052993021668,-12.466033044086108
1.4456504449602643,0.8298348168360264,-7.241540201890039,-7.193046560894853
-0.584937522785157,-0.050207867283336816,-12.963901736634888,-11.934772705787413
5.974767816249772,5.260848578297598,-12.75467344043097,-12.492107084389968
-2.904314397946293,-0.6600424132559773,-12.95722523286407,-11.18458697234424
5.112221381791027,4.511974216341553,-12.903848410264596,-12.370226284125962
-2.0416062369650954,-0.5451192472631442,-12.727300002575783,-11.40649164526701
1.9499358047260955,1.5280007588938496,-12.724871093041232,-12.173034296291869
0.36483892395982953,0.13345840019302047,-4.975077802910413,-4.881815773160091
12.048719943403789,11.429769543087339,-12.527709605275476,-12.099706671145922
